"","lfdn","v_14","v_15","v_16","v_23","v_28","v_29","v_30","v_31","v_32","v_33","v_34","v_35","v_36","v_37","v_38","v_39","v_41","v_42","v_43","v_44","v_45","v_46","v_47","v_48","v_49","v_50","v_51","v_52","v_53","v_54","v_57","v_58","v_59","v_60","v_61","v_62","v_63","v_64","v_65","v_66","v_67","v_69","v_71","v_72","v_73","v_161","c_0031","c_0032","v_74","v_77","c_0013","v_173","v_174","v_175","v_176","v_167","v_182","v_183","v_184","v_185","v_186","v_187","v_96","v_99","v_100","v_101","v_102","v_103","v_104","v_105","v_106","v_107","v_108","v_111","v_112","v_113","v_114","v_115","v_116","v_117","v_118","v_119","v_120","v_121","v_124","v_125","v_126","v_127","v_128","v_129","v_130","v_131","v_132","v_133","v_134","v_135","v_140","v_142","v_144","v_145","v_146","v_147","v_148","v_149","v_150","v_151","v_152","v_153","v_154","v_155","v_156","v_157","date","education","casmin","eduyears","einwohner","city","qkm","distance_km","distance_km_raw"
"9080",10707,1,33,1,"10",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,4,1,1,3,2,4,1,3,3,5,2,1,4,1,2,1,2,2,4,6,0,NA,9,NA,7,5,5,"5","6",10,10,5,7,0,3,0,-4,1,1,2,1,1,2,2,6,2,0,0,0,0,0,0,0,1,2,NA,2,NA,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,2,0,1,-66,-66,1,1,1,2,0,1,1960,0,NA,2,18702,4,6,0.388888888888889,41932,"41564 Kaarst",37.377279,0.121162432515898,7.51899249431519
"9081",10708,1,35,1,"2",2,NA,1,2,NA,3,1,0,1,0,0,0,2,2,2,3,2,2,2,3,4,1,5,2,6,2,2,2,2,2,2,0,2,4,5,2,NA,9,NA,7,10,8,"5","12",5,5,5,10,0,1,0,-5,3,1,2,2,2,4,4,1,1,5,5,5,5,5,5,5,11,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,6,5,3,5,3,3,3,NA,2,NA,1,1,3100,0,NA,2,18702,6,NA,NA,9105,"63897 Miltenberg",60.190694,0.030676420733076,1.93877169852257
"9082",10709,1,34,1,"16",2,NA,3,2,NA,3,0,0,1,0,0,0,2,1,4,3,2,3,3,4,3,2,5,1,6,2,8,4,2,3,2,1,3,3,3,1,7,9,NA,7,7,4,"5","12",6,6,7,9,9,7,2,1,2,2,2,2,3,3,4,1,2,2,2,2,9,5,7,0,2,2,NA,1,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,2,4,2,2,1,1,1,1,0,1,2500,0,NA,2,18702,3,4,0.277777777777778,35948,"99974 Mühlhausen, Unstruttal",108.820601,0.0341568685841223,2.15340893464803
"9083",10710,1,33,2,"7",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,3,5,1,1,2,1,1,1,8,3,6,2,7,5,2,4,2,2,2,1,1,1,7,7,1,8,7,6,"5","12",10,10,4,10,0,10,0,-5,1,1,1,2,4,2,1,6,2,0,0,5,8,7,0,0,1,1,4,NA,NA,NA,-66,NA,NA,2,1,8,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,1,3,1,0,1,1,1,2,0,1,2800,0,NA,2,18702,5,8,0.555555555555556,14471,"65183 Wiesbaden",0.912195,0.0148428686243984,0.962325560525339
"9084",10711,1,46,2,"7",2,NA,1,2,NA,3,0,1,0,1,1,0,2,3,1,2,1,2,1,5,3,3,4,3,6,1,3,6,3,2,3,1,2,2,7,1,3,3,3,5,4,5,"12","5",3,3,3,10,0,0,0,-5,1,3,4,2,2,4,3,6,2,7,8,8,0,0,0,0,1,3,NA,NA,2,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,3,4,6,3,2,1,1,1,2,0,1,3000,0,NA,2,18702,3,4,0.277777777777778,26967,"63165 Mühlheim am Main",20.818752,0.0929589904071411,5.77970228727243
"9085",10712,1,58,2,"2",1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,5,1,1,3,5,5,1,5,3,5,1,10,0,3,2,3,0,0,1,6,1,5,5,2,5,4,0,"12","6",0,4,6,10,5,9,0,-5,1,1,5,1,4,5,1,6,1,0,10,0,0,10,0,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,3,2,2,0,-66,1,1,1,2,0,1,3500,0,NA,3,18702,4,6,0.388888888888889,41938,"92224 Amberg",50.172854,0.0376850838820456,2.37099196200876
"9086",10713,1,55,1,"1",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,4,1,1,1,3,5,1,2,3,5,2,4,7,3,3,3,2,2,1,3,1,5,5,2,8,9,9,"12","6",6,10,5,10,0,5,0,-5,1,1,3,1,2,4,2,6,2,0,0,7,7,10,0,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,7,2,3,2,0,1,1,1,2,0,1,4000,0,NA,2,18702,5,5,0.277777777777778,14449,"70193 Stuttgart",2.647278,0.0265772196821172,1.68597630506887
"9087",10714,1,50,2,"3",2,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,2,1,1,5,1,1,3,2,1,1,5,3,4,2,0,7,3,3,3,3,3,1,4,1,5,5,2,5,9,8,"12","4",10,10,5,10,1,8,0,-4,1,2,4,2,2,3,2,3,2,2,2,5,5,9,2,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,0,1,-66,-66,1,1,1,1,1,1,1600,0,NA,2,18702,5,8,0.555555555555556,24213,"13353 Berlin Wedding",3.025613,0.0229668319249645,1.46332574896199
"9088",10716,1,46,2,"2",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,3,2,3,1,2,2,4,3,1,8,3,6,2,1,7,3,4,3,3,3,2,4,1,3,3,2,7,8,7,"12","11",10,10,4,9,1,8,0,-5,1,1,2,1,2,3,2,6,2,3,2,9,3,9,1,0,1,3,NA,NA,3,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,4,2,4,2,1,1,1,1,2,1,1,4800,0,NA,2,18702,5,8,0.555555555555556,48048,"91126 Schwabach",90.863937,0.0276674148369011,1.75320801916849
"9089",10717,1,61,2,"9",2,NA,1,99,NA,2,0,1,1,1,0,0,2,1,4,1,6,6,5,5,5,5,0,3,4,1,2,3,0,1,0,0,0,2,6,1,4,4,1,4,0,0,"12","4",0,0,1,0,0,0,10,0,3,5,1,2,5,3,4,0,2,0,0,0,6,0,6,10,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,3,NA,NA,-66,NA,NA,1,52,3,3,4,1,-66,-66,1,1,1,2,0,1,1300,0,NA,1,18702,3,4,0.277777777777778,19204,"26382 Wilhelmshaven",5.933657,0.0410713306162541,2.57981986892622
"9090",10718,1,52,2,"2",2,NA,1,2,NA,2,1,1,0,1,0,0,2,1,4,2,3,2,1,5,3,1,3,3,5,2,7,4,0,1,0,0,1,1,9,1,8,8,2,3,5,0,"12","4",1,1,4,10,0,0,0,-5,1,1,3,1,2,5,4,0,2,0,0,0,5,0,0,9,1,3,NA,NA,2,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,0,1,-66,-66,1,1,1,2,0,1,3300,0,NA,1,18702,3,4,0.277777777777778,2025,"92278 Illschwang",54.200756,0.106832963391042,6.63530229703801
"9091",10719,1,37,2,"1",2,NA,2,2,NA,2,0,0,1,0,1,0,2,1,5,2,3,3,2,4,4,4,5,3,5,2,6,5,2,2,2,2,2,3,6,1,8,9,NA,5,4,4,"11","4",0,0,7,7,6,7,0,-5,2,1,2,1,2,3,4,0,2,0,0,0,0,0,0,0,1,2,NA,3,NA,NA,-66,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,1,0,1,-66,-66,1,1,1,2,1,1,1200,0,NA,2,18702,3,4,0.277777777777778,22061,"97980 Bad Mergentheim",130.038772,0.0571609327288993,3.57205646479369
"9092",10721,1,50,2,"9",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,5,1,1,1,5,1,1,8,3,2,1,2,0,0,2,0,1,2,1,9,1,4,4,2,5,4,0,"12","11",9,9,8,10,0,5,0,-5,1,1,1,2,2,2,2,1,2,0,0,0,0,0,1,9,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,2,2,1,2,0,-66,1,1,1,2,1,1,2000,0,NA,2,18702,2,2,0.222222222222222,33638,"29525 Uelzen",136.677173,0.0129973549387272,0.848513782938995
"9093",10723,1,27,1,"13",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,4,1,2,2,1,1,1,5,2,6,2,4,8,3,4,2,3,3,1,2,1,7,7,3,9,5,10,"11","4",10,10,1,10,1,1,0,-5,1,1,4,1,4,4,2,6,2,0,0,1,9,5,0,0,4,2,NA,1,NA,NA,-66,NA,NA,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,0,1,-66,-66,1,1,1,2,1,0,-99,1,2,1,18702,5,8,0.555555555555556,21625,"04277 Leipzig",8.226047,0.166576166422726,10.3196315916567
"9094",10724,1,52,2,"11",2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,1,1,2,1,1,1,5,5,1,10,3,4,1,5,0,0,2,0,0,1,2,5,1,4,9,NA,5,5,0,"11","4",5,4,1,10,0,4,0,-5,2,3,2,3,2,1,4,6,2,0,0,0,0,0,0,5,1,1,3,NA,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,2,2,3,2,0,-66,1,1,1,2,0,1,4100,0,NA,4,18702,2,2,0.222222222222222,10281,"53498 Bad Breisig, Waldorf, Gönnersdorf",32.357116,0.306622940852123,18.9562363845641
"9095",10726,1,42,1,"11",2,NA,1,99,NA,3,0,0,0,1,0,0,2,2,4,5,1,1,1,5,5,1,8,3,4,1,0,5,3,3,2,2,2,2,6,1,9,9,NA,5,0,5,"11","4",0,0,2,10,0,0,0,-5,1,1,2,1,1,2,2,6,2,5,5,5,5,5,5,5,1,2,NA,2,NA,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,0,3,0,-66,1,1,1,2,0,0,-99,1,6,2,18702,3,4,0.277777777777778,10179,"56743 Mendig",31.826141,0.128087074601828,7.9460312267114
"9096",10728,1,35,1,"2",2,NA,1,2,NA,3,1,1,0,1,0,0,2,1,2,2,1,1,5,1,3,1,7,3,6,2,1,7,3,3,3,3,3,2,5,1,3,3,3,9,5,7,"11","4",5,4,5,9,0,5,0,-2,1,2,2,3,2,4,4,0,2,7,6,8,4,4,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,2,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,7,0,1,-66,-66,1,1,1,2,0,1,1200,0,NA,1,18702,5,5,0.277777777777778,18605,"90471 Nürnberg",9.278308,0.00792514180874947,0.535713288907633
"9097",10729,1,25,1,"7",2,NA,4,1,2,2,1,1,0,1,0,0,2,2,2,3,1,3,2,5,5,2,3,3,5,2,2,0,2,2,2,2,2,3,5,1,9,9,NA,6,5,5,"11","4",0,0,7,9,0,5,2,-3,1,1,3,2,3,4,4,1,2,2,2,2,2,2,2,2,1,2,NA,2,NA,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,0,2,0,-66,1,1,1,2,1,0,-99,1,4,2,18702,3,4,0.277777777777778,13299,"34212 Melsungen",62.656338,0.299807320062919,18.5359209334263
"9098",10730,1,31,1,"2",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,5,1,1,1,3,5,1,10,3,4,2,4,0,2,2,2,1,1,2,3,1,2,5,2,4,5,6,"4","11",10,10,3,7,5,9,0,5,2,1,1,2,2,2,1,6,1,2,3,2,0,9,0,0,3,2,NA,4,NA,NA,-66,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,1,3,1,1,2,2,2,NA,0,1,4500,0,NA,2,18702,5,8,0.555555555555556,17362,"97082 Würzburg",18.717824,0.0517861414962777,3.24059615155429
"9099",10731,1,48,2,"15",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,4,1,2,2,3,4,2,5,3,6,1,3,8,3,4,3,3,4,3,5,1,3,5,3,6,7,8,"11","4",10,10,6,8,0,3,0,-4,1,2,3,2,2,3,3,5,2,6,4,8,2,9,6,0,1,2,NA,3,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,2,4,2,0,1,1,1,2,0,1,4000,0,NA,1,18702,3,4,0.277777777777778,9548,"22949 Ammersbek",17.692293,0.112134060307334,6.96221792377376
"9100",10733,1,43,1,"2",2,NA,2,2,NA,2,1,1,1,1,1,0,2,2,1,1,4,4,1,5,4,1,0,2,5,2,5,2,0,2,0,1,2,2,7,1,6,9,NA,1,1,4,"10","7",0,0,8,10,0,0,0,-5,1,2,2,1,5,2,4,0,2,0,0,0,2,0,8,9,1,2,NA,3,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,0,2,0,-66,1,1,1,2,1,1,7500,0,NA,2,18702,5,8,0.555555555555556,21070,"86356 Neusäß",24.269586,0.130113915906949,8.07102537528498
"9101",10735,1,54,2,"14",2,NA,2,1,2,1,NA,NA,NA,NA,NA,NA,2,1,2,1,3,4,1,5,1,1,10,3,3,1,5,0,0,0,0,0,0,2,6,1,5,9,NA,5,0,0,"7","10",10,10,8,0,10,5,0,0,3,1,3,3,3,2,3,1,1,0,0,2,5,5,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,1,3,NA,NA,NA,-66,NA,NA,1,2,3,2,0,1,-66,-66,1,1,1,1,1,1,400,0,NA,99,18702,3,4,0.277777777777778,19485,"06502 Thale, Blankenburg",144.11983,0.174150335413928,10.7867262782586
"9102",10736,1,28,1,"10",2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,2,2,4,1,2,1,3,2,1,3,3,5,2,7,8,3,3,2,2,3,3,5,1,5,9,NA,5,7,6,"10","7",10,9,3,10,0,6,0,-5,1,1,5,2,3,5,2,6,1,6,7,8,1,9,1,0,1,3,NA,NA,4,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,0,3,0,-66,1,1,1,2,0,0,-99,1,5,1,18702,5,8,0.555555555555556,28224,"41515 Grevenbroich",25.954998,0.23086897650091,14.2845325608729
"9103",10737,1,51,2,"2",2,NA,4,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,3,3,3,3,4,2,1,2,10,3,5,2,8,0,0,0,0,0,3,3,6,0,NA,9,NA,0,5,10,"7","10",10,10,7,7,1,5,4,0,2,2,2,3,3,4,2,5,1,0,0,0,0,0,0,0,1,1,3,NA,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,2,2,0,3,0,-66,1,1,1,2,0,1,2700,0,NA,3,18702,2,2,0.222222222222222,17277,"96317 Kronach",67.313596,0.0203602991391931,1.30258235703323
"9104",10738,1,49,1,"10",2,NA,1,1,2,3,1,0,0,1,0,0,2,1,1,3,1,2,3,5,5,1,8,3,3,1,2,2,0,2,0,1,2,1,7,1,4,3,2,5,0,2,"7","10",4,3,6,10,0,7,5,1,1,1,2,3,3,3,3,6,2,0,3,2,0,0,5,10,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,0,2,0,-66,1,1,1,2,1,1,4200,0,NA,1,18702,3,4,0.277777777777778,34574,"50733 Köln",3.060993,0.0441308147328957,2.7684965113785
"9105",10741,1,25,1,"9",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,4,1,2,1,4,4,1,3,2,5,2,6,4,2,2,2,1,3,3,4,1,9,6,3,7,7,7,"3","9",9,9,3,10,0,7,0,-2,1,1,3,1,3,4,2,5,1,2,2,8,6,7,7,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,2,0,2,0,-66,1,1,1,2,0,0,-99,1,4,1,18702,5,6,0.388888888888889,42686,"31275 Lehrte",129.87801,0.258298842234734,15.9761167535884
"9106",10743,1,30,2,"14",2,NA,2,2,NA,2,0,0,0,1,0,1,2,1,2,2,2,3,2,3,4,1,5,2,6,2,7,7,2,3,2,1,3,3,6,1,9,9,NA,7,4,3,"1","9",0,0,7,10,0,7,0,-2,2,2,4,2,3,3,2,4,2,8,7,7,0,0,5,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,0,1,-66,-66,1,1,1,1,1,1,1500,0,NA,2,18702,3,4,0.277777777777778,17123,"06118 Halle/ Saale",21.416249,0.0643168647246568,4.01335871416064
"9107",10744,1,54,1,"10",2,NA,1,99,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,5,1,1,1,5,3,1,9,3,3,1,5,0,0,3,1,1,1,1,6,1,6,9,NA,4,3,6,"1","2",6,10,5,10,6,6,0,0,2,1,3,1,1,4,4,6,2,0,0,0,0,0,0,0,1,2,NA,3,NA,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,1,2,0,-66,1,1,1,2,0,1,7500,0,NA,1,18702,5,8,0.555555555555556,23736,"53842 Troisdorf",32.76853,0.122723677365067,7.61527357470545
"9108",10745,1,21,1,"1",2,NA,3,1,2,2,1,1,1,1,1,0,2,2,1,1,2,3,2,5,5,3,4,3,7,2,6,5,3,2,2,1,2,2,1,2,NA,5,3,5,0,7,"2","1",4,6,5,10,0,6,5,-5,1,1,1,3,3,1,3,0,2,0,0,0,0,10,0,0,1,2,NA,2,NA,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,1,0,5,0,-66,1,1,1,2,1,1,3000,0,NA,1,18702,3,4,0.277777777777778,6194,"74632 Neuenstein",47.871917,0.110157609645424,6.84033133745901
"9109",10746,1,70,2,"10",2,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,2,2,1,4,1,1,1,2,4,1,8,3,5,1,2,2,3,3,3,2,3,2,6,1,1,1,2,7,3,3,"2","1",9,9,5,8,1,9,0,-4,1,1,1,1,2,3,1,5,1,9,9,5,2,8,1,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,1,3,2,1,2,2,0,-66,1,1,1,2,0,1,2500,0,NA,2,18702,2,2,0.222222222222222,53997,"53757 Sankt Augustin",34.20637,0.0112600599137126,0.741375788501998
"9110",10747,1,52,2,"10",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,2,1,1,4,1,1,1,10,3,2,1,2,0,1,1,1,1,2,1,9,1,1,1,3,7,10,3,"9","2",10,10,1,7,0,10,0,2,1,1,1,1,1,3,2,1,2,5,0,3,2,5,5,0,1,3,NA,NA,2,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,3,2,2,0,-66,1,1,1,2,0,1,3000,0,NA,1,18702,3,4,0.277777777777778,53997,"53757 Sankt Augustin",34.20637,0.0112600599137126,0.741375788501998
"9111",10749,1,25,1,"10",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,4,3,1,3,1,3,1,1,0,3,6,2,3,6,2,3,2,0,2,4,4,0,NA,9,NA,8,5,8,"9","2",10,10,2,10,0,10,0,-5,1,3,1,2,3,3,2,5,2,4,4,6,6,6,4,0,1,2,NA,2,NA,NA,-66,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,2,0,2,0,-66,2,2,1,2,0,1,3000,0,NA,2,18702,5,6,0.388888888888889,22520,"32425 Minden",30.341143,0.157262707518958,9.74527588703903
"9112",10750,1,56,1,"11",2,NA,2,99,NA,1,NA,NA,NA,NA,NA,NA,2,1,4,4,2,2,3,4,4,2,5,3,4,99,5,5,2,2,2,2,2,2,6,1,5,5,3,5,5,5,"2","9",5,5,6,10,0,10,0,-2,1,1,3,2,3,3,3,0,2,3,0,3,2,9,7,0,1,2,NA,2,NA,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,1,0,1,-66,-66,1,1,1,2,1,1,1900,0,NA,99,18702,3,4,0.277777777777778,9372,"67354 Römerberg",27.799532,0.0737328956916096,4.59403997947852
"9113",10751,1,22,1,"1",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,4,1,3,3,2,5,1,4,3,5,2,3,6,3,3,3,3,3,2,4,1,5,5,2,7,6,7,"2","9",10,10,2,6,0,6,1,0,2,2,3,1,2,4,2,5,2,3,0,7,6,8,4,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,1,NA,NA,-66,NA,NA,2,-66,5,7,0,5,1,0,1,1,1,2,0,1,4500,0,NA,3,18702,5,5,0.277777777777778,19890,"71032 Böblingen",22.592361,0.0392754082881826,2.46906636211032
"9114",10752,1,57,2,"10",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,4,1,1,1,3,2,1,7,2,6,1,3,5,3,4,2,2,3,2,5,1,5,5,2,5,4,8,"9","1",10,10,4,9,4,8,0,3,2,1,2,1,1,3,1,6,2,6,6,5,2,10,2,0,1,4,NA,NA,NA,1,0,0,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,4,1,2,0,-66,1,1,1,2,0,1,3000,0,NA,3,18702,5,8,0.555555555555556,29646,"53797 Lohmar",65.60885,0.17921249994045,11.0989070806396
"9115",10753,1,30,1,"10",2,NA,2,2,NA,3,1,0,0,1,0,0,2,2,2,4,1,2,1,3,3,2,7,3,6,2,3,3,2,3,2,2,3,2,5,1,9,9,NA,6,7,5,"9","1",3,3,3,7,0,8,3,1,1,2,2,2,1,3,3,2,2,6,6,5,5,5,5,0,1,2,NA,3,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,0,2,0,-66,1,1,1,2,0,0,-99,1,4,99,18702,5,8,0.555555555555556,14156,"59759 Arnsberg",18.219099,0.24088122368273,14.9019821404909
"9116",10754,1,49,2,"1",2,NA,3,2,NA,3,1,0,0,1,0,0,2,1,2,3,3,3,2,4,4,2,5,3,5,2,6,5,2,2,2,1,2,2,5,1,7,8,3,5,6,5,"2","1",5,5,2,7,0,7,0,-2,3,2,3,2,3,3,3,1,2,2,2,3,6,3,3,1,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,2,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,2,7,0,1,-66,-66,1,1,1,2,1,1,900,0,NA,99,18702,2,1,0.0555555555555556,24967,"68307 Mannheim",28.776408,0.138026014746388,8.55896000310537
"9117",10756,1,62,2,"15",2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,1,1,5,1,1,1,2,2,1,7,3,4,1,2,5,2,4,2,2,3,2,1,0,NA,9,NA,8,10,8,"1","2",10,10,7,10,0,0,0,-5,1,1,5,1,3,5,1,6,1,0,0,3,8,5,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,3,NA,NA,-66,NA,NA,1,5,5,5,4,1,-66,-66,1,1,1,2,0,1,1800,0,NA,2,18702,5,8,0.555555555555556,19405,"23564 Lübeck",6.11554,0.0552134079973417,3.45195372412432
"9118",10757,1,50,2,"15",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,5,1,1,2,2,3,2,5,3,6,2,3,6,4,4,4,2,2,1,6,1,1,1,1,5,5,5,"3","9",10,10,6,10,3,3,0,-5,1,1,5,1,5,5,2,3,2,10,0,0,0,0,0,0,1,2,NA,3,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,2,4,2,2,1,1,1,2,1,1,4600,0,NA,1,18702,3,4,0.277777777777778,4914,"25482 Appen",20.390367,0.0489171829116821,3.06366911011883
"9119",10759,1,72,2,"11",2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,1,2,5,1,1,1,4,3,1,3,2,4,1,7,4,3,3,3,3,3,1,4,1,5,5,3,7,8,6,"9","2",10,10,2,10,4,9,5,-2,1,1,2,1,2,2,1,6,2,0,0,1,8,8,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,3,NA,NA,-66,NA,NA,2,-66,5,5,2,2,0,-66,1,1,1,2,0,0,-99,1,6,2,18702,5,8,0.555555555555556,6497,"67806 Rockenhausen, Bisterschied u.a.",58.010536,0.248408580204842,15.3661899287936
"9120",10761,1,45,1,"11",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,3,5,5,1,8,2,5,2,5,3,1,2,2,1,2,1,6,1,6,6,2,5,4,5,"1","9",10,10,4,7,0,7,0,0,2,1,1,2,3,2,4,1,2,0,0,0,3,0,10,3,2,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,5,2,3,0,-66,1,1,1,1,0,1,2300,0,NA,1,18702,3,NA,NA,13156,"56414 Meudt, Molsberg, Hundsangen, Niederahr u.a.",68.116926,0.220981442649325,13.6747739812801
"9121",10762,1,53,1,"1",1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,1,1,3,1,5,2,1,10,5,6,2,5,2,0,2,0,0,1,4,6,0,NA,9,NA,2,0,0,"3","8",10,10,7,10,1,5,0,-5,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,1,2,NA,2,NA,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,4,1,3,1,1,1,1,1,2,1,0,-99,1,1,1,18702,3,NA,NA,35951,"73760 Ostfildern",22.789704,0.0980469266957802,6.09347241954078
"9122",10763,1,39,1,"1",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,3,3,5,1,2,1,1,3,1,3,1,4,1,0,4,2,3,2,2,2,4,6,2,NA,9,NA,6,4,7,"3","8",10,10,4,9,0,4,0,-3,2,1,3,2,4,3,1,6,2,3,0,5,5,5,5,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,0,2,0,-66,3,NA,1,2,1,1,3000,0,NA,4,18702,3,4,0.277777777777778,2309,"74397 Pfaffenhofen",12.073344,0.137784372702712,8.54405807593794
